Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0,0.039999999,November,External,237
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,237
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,-0.01,-0.01,November,External,237
1106-2013-14-All Students-Entry-External,1106,2013-14,All Students,Entry,0,0.029999999,October,External,237
1106-2013-14-All Students-Withdrawal-External,1106,2013-14,All Students,Withdrawal,0.01,0.050000001,October,External,237
1106-2013-14-All Students-Net Cumulative-External,1106,2013-14,All Students,Net Cumulative,0,-0.01,October,External,237
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.01,0.07,April,External,239
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.059999999,0.090000004,April,External,239
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.050000001,-0.02,April,External,239
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.01,0.050000001,December,External,239
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.029999999,0.059999999,December,External,239
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.02,-0.01,December,External,239
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.01,0.059999999,February,External,239
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.050000001,0.079999998,February,External,239
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.029999999,-0.01,February,External,239
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.01,0.050000001,January,External,239
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.039999999,0.07,January,External,239
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.029999999,-0.01,January,External,239
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.01,0.07,March,External,239
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.050000001,0.079999998,March,External,239
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.039999999,-0.01,March,External,239
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.01,0.079999998,May,External,239
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.079999998,0.100000001,May,External,239
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.07,-0.02,May,External,239
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.01,0.039999999,November,External,239
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.029999999,0.050000001,November,External,239
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,-0.02,-0.01,November,External,239
1107-2013-14-All Students-Entry-External,1107,2013-14,All Students,Entry,0.01,0.029999999,October,External,239
1107-2013-14-All Students-Withdrawal-External,1107,2013-14,All Students,Withdrawal,0.01,0.050000001,October,External,239
1107-2013-14-All Students-Net Cumulative-External,1107,2013-14,All Students,Net Cumulative,0,-0.01,October,External,239
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.01,0.07,April,External,226
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.079999998,0.090000004,April,External,226
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.07,-0.02,April,External,226
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0,0.050000001,December,External,226
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.050000001,0.059999999,December,External,226
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.039999999,-0.01,December,External,226
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0,0.059999999,February,External,226
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.050000001,0.079999998,February,External,226
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.039999999,-0.01,February,External,226
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0,0.050000001,January,External,226
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.050000001,0.07,January,External,226
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.039999999,-0.01,January,External,226
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.01,0.07,March,External,226
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.050000001,0.079999998,March,External,226
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.039999999,-0.01,March,External,226
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0.01,0.079999998,May,External,226
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.090000004,0.100000001,May,External,226
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.079999998,-0.02,May,External,226
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0,0.039999999,November,External,226
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.039999999,0.050000001,November,External,226
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.029999999,-0.01,November,External,226
1108-2013-14-All Students-Entry-External,1108,2013-14,All Students,Entry,0,0.029999999,October,External,226
1108-2013-14-All Students-Withdrawal-External,1108,2013-14,All Students,Withdrawal,0.029999999,0.050000001,October,External,226
1108-2013-14-All Students-Net Cumulative-External,1108,2013-14,All Students,Net Cumulative,-0.02,-0.01,October,External,226
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029999999,0.059999999,April,External,309
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.079999998,0.090000004,April,External,309
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.050000001,-0.029999999,April,External,309
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029999999,0.029999999,December,External,309
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.050000001,0.059999999,December,External,309
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.02,-0.02,December,External,309
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029999999,0.050000001,February,External,309
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.07,0.07,February,External,309
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.039999999,-0.02,February,External,309
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029999999,0.039999999,January,External,309
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.050000001,0.07,January,External,309
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.02,-0.02,January,External,309
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029999999,0.050000001,March,External,309
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.079999998,0.079999998,March,External,309
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.050000001,-0.029999999,March,External,309
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029999999,0.07,May,External,309
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.079999998,0.090000004,May,External,309
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.050000001,-0.029999999,May,External,309
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029999999,0.029999999,November,External,309
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.050000001,0.050000001,November,External,309
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.02,-0.02,November,External,309
1109-2013-14-All Students-Entry-External,1109,2013-14,All Students,Entry,0.029999999,0.02,October,External,309
1109-2013-14-All Students-Withdrawal-External,1109,2013-14,All Students,Withdrawal,0.039999999,0.039999999,October,External,309
1109-2013-14-All Students-Net Cumulative-External,1109,2013-14,All Students,Net Cumulative,-0.01,-0.02,October,External,309
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0,0.059999999,April,External,429
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.039999999,0.090000004,April,External,429
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.039999999,-0.029999999,April,External,429
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0,0.029999999,December,External,429
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,429
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.02,-0.029999999,December,External,429
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0,0.039999999,February,External,429
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.029999999,0.079999998,February,External,429
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.029999999,-0.029999999,February,External,429
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0,0.039999999,January,External,429
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.029999999,0.07,January,External,429
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.02,-0.029999999,January,External,429
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0,0.050000001,March,External,429
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.039999999,0.079999998,March,External,429
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.039999999,-0.029999999,March,External,429
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0,0.059999999,May,External,429
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.039999999,0.100000001,May,External,429
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.039999999,-0.029999999,May,External,429
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0,0.02,November,External,429
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,429
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.01,-0.029999999,November,External,429
1110-2013-14-All Students-Entry-External,1110,2013-14,All Students,Entry,0,0.02,October,External,429
1110-2013-14-All Students-Withdrawal-External,1110,2013-14,All Students,Withdrawal,0.01,0.050000001,October,External,429
1110-2013-14-All Students-Net Cumulative-External,1110,2013-14,All Students,Net Cumulative,-0.01,-0.029999999,October,External,429
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.01,0.059999999,April,External,617
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.059999999,0.090000004,April,External,617
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.050000001,-0.029999999,April,External,617
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.01,0.029999999,December,External,617
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.029999999,0.059999999,December,External,617
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.02,-0.02,December,External,617
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.01,0.050000001,February,External,617
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.039999999,0.07,February,External,617
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.029999999,-0.02,February,External,617
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.01,0.039999999,January,External,617
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.039999999,0.07,January,External,617
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.029999999,-0.02,January,External,617
1113-2013-14-All Students-Entry-External,1113,2013-14,All Students,Entry,0.01,0.050000001,March,External,617
1113-2013-14-All Students-Withdrawal-External,1113,2013-14,All Students,Withdrawal,0.039999999,0.079999998,March,External,617
1113-2013-14-All Students-Net Cumulative-External,1113,2013-14,All Students,Net Cumulative,-0.029999999,-0.029999999,March,External,617
