Key,LEA Code,School_Code,school name,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize,,,,,,,
1110-2013-14-All Students-Expulsion Rate-External,115,1110,DC Prep PCS – Benning Elementary,2013-14,All Students,Expulsion Rate,0,0.02,External,429,,,,,,,
1110-2013-14-All Students-Expulsions-External,115,1110,DC Prep PCS – Benning Elementary,2013-14,All Students,Expulsions,0,6,External,429,,,,,,,
218-2013-14-All Students-Expulsions-External,115,218,DC Prep PCS – Benning Middle,2013-14,All Students,Expulsions,0,3,External,77,,,,,,,
218-2013-14-All Students-Expulsion Rate-External,115,218,DC Prep PCS – Benning Middle,2013-14,All Students,Expulsion Rate,0,0.06,External,77,,,,,,,
130-2013-14-All Students-Expulsion Rate-External,115,130,DC Prep PCS – Edgewood Elementary,2013-14,All Students,Expulsion Rate,0,0.02,External,426,,,,,,,
130-2013-14-All Students-Expulsions-External,115,130,DC Prep PCS – Edgewood Elementary,2013-14,All Students,Expulsions,0,6,External,426,,,,,,,
196-2013-14-All Students-Expulsions-External,115,196,DC Prep PCS – Edgewood Middle,2013-14,All Students,Expulsions,2,46,External,288,,,,,,,
196-2013-14-All Students-Expulsion Rate-External,115,196,DC Prep PCS – Edgewood Middle,2013-14,All Students,Expulsion Rate,0.69,0.2,External,288,,,,,,,
3070-2013-14-All Students-Expulsions-External,170,3070,DC Scholars PCS,2013-14,All Students,Expulsions,0,9,External,299,,,,,,,
3070-2013-14-All Students-Expulsion Rate-External,170,3070,DC Scholars PCS,2013-14,All Students,Expulsion Rate,0,0.02,External,299,,,,,,,
146-2013-14-All Students-Expulsion Rate-External,116,146,E.L. Haynes PCS – Georgia Avenue,2013-14,All Students,Expulsion Rate,0,0.24,External,353,,,,,,,
146-2013-14-All Students-Expulsions-External,116,146,E.L. Haynes PCS – Georgia Avenue,2013-14,All Students,Expulsions,0,43,External,353,,,,,,,
1206-2013-14-All Students-Expulsions-External,116,1206,E.L. Haynes PCS – Kansas Avenue (Elementary School),2013-14,All Students,Expulsions,0,9,External,383,,,,,,,
1206-2013-14-All Students-Expulsion Rate-External,116,1206,E.L. Haynes PCS – Kansas Avenue (Elementary School),2013-14,All Students,Expulsion Rate,0,0.02,External,383,,,,,,,
1138-2013-14-All Students-Expulsions-External,116,1138,E.L. Haynes PCS – Kansas Avenue (High School),2013-14,All Students,Expulsions,6,75,External,334,,,,,,,
1138-2013-14-All Students-Expulsion Rate-External,116,1138,E.L. Haynes PCS – Kansas Avenue (High School),2013-14,All Students,Expulsion Rate,1.8,0.53,External,334,,,,,,,
1125-2013-14-All Students-Expulsions-External,117,1125,Eagle Academy PCS – New Jersey Avenue,2013-14,All Students,Expulsions,0,3,External,143,,,,,,,
1125-2013-14-All Students-Expulsion Rate-External,117,1125,Eagle Academy PCS – New Jersey Avenue,2013-14,All Students,Expulsion Rate,0,0.01,External,143,,,,,,,
195-2013-14-All Students-Expulsion Rate-External,117,195,Eagle Academy PCS – The Eagle Center at McGogney,2013-14,All Students,Expulsion Rate,0,0.02,External,749,,,,,,,
195-2013-14-All Students-Expulsions-External,117,195,Eagle Academy PCS – The Eagle Center at McGogney,2013-14,All Students,Expulsions,0,6,External,749,,,,,,,
138-2013-14-All Students-Expulsions-External,118,138,Early Childhood Academy PCS,2013-14,All Students,Expulsions,0,6,External,263,,,,,,,
138-2013-14-All Students-Expulsion Rate-External,118,138,Early Childhood Academy PCS,2013-14,All Students,Expulsion Rate,0,0.02,External,263,,,,,,,
159-2013-14-All Students-Expulsions-External,144,159,Elsie Whitlow Stokes Community Freedom PCS,2013-14,All Students,Expulsions,0,18,External,348,,,,,,,
159-2013-14-All Students-Expulsion Rate-External,144,159,Elsie Whitlow Stokes Community Freedom PCS,2013-14,All Students,Expulsion Rate,0,0.04,External,348,,,,,,,
1113-2013-14-All Students-Expulsions-External,158,1113,Excel Academy PCS,2013-14,All Students,Expulsions,2,10,External,617,,,,,,,
1113-2013-14-All Students-Expulsion Rate-External,158,1113,Excel Academy PCS,2013-14,All Students,Expulsion Rate,0.32,0.02,External,617,,,,,,,
361-2013-14-All Students-Expulsion Rate-External,120,361,Friendship PCS – Blow-Pierce Elementary,2013-14,All Students,Expulsion Rate,0,0.02,External,386,,,,,,,
361-2013-14-All Students-Expulsions-External,120,361,Friendship PCS – Blow-Pierce Elementary,2013-14,All Students,Expulsions,0,6,External,386,,,,,,,
362-2013-14-All Students-Expulsions-External,120,362,Friendship PCS – Blow-Pierce Middle,2013-14,All Students,Expulsions,0,46,External,266,,,,,,,
362-2013-14-All Students-Expulsion Rate-External,120,362,Friendship PCS – Blow-Pierce Middle,2013-14,All Students,Expulsion Rate,0,0.2,External,266,,,,,,,
363-2013-14-All Students-Expulsions-External,120,363,Friendship PCS – Chamberlain Elementary,2013-14,All Students,Expulsions,0,6,External,371,,,,,,,
363-2013-14-All Students-Expulsion Rate-External,120,363,Friendship PCS – Chamberlain Elementary,2013-14,All Students,Expulsion Rate,0,0.02,External,371,,,,,,,
364-2013-14-All Students-Expulsion Rate-External,120,364,Friendship PCS – Chamberlain Middle,2013-14,All Students,Expulsion Rate,0,0.2,External,350,,,,,,,
364-2013-14-All Students-Expulsions-External,120,364,Friendship PCS – Chamberlain Middle,2013-14,All Students,Expulsions,0,46,External,350,,,,,,,
186-2013-14-All Students-Expulsion Rate-External,120,186,Friendship PCS – Collegiate Academy,2013-14,All Students,Expulsion Rate,2.30,0.45,External,914,,,,,,,
186-2013-14-All Students-Expulsions-External,120,186,Friendship PCS – Collegiate Academy,2013-14,All Students,Expulsions,21,78,External,914,,,,,,,
113-2013-14-All Students-Expulsion Rate-External,120,113,Friendship PCS – Southeast Elementary Academy,2013-14,All Students,Expulsion Rate,0,0.02,External,559,,,,,,,
113-2013-14-All Students-Expulsions-External,120,113,Friendship PCS – Southeast Elementary Academy,2013-14,All Students,Expulsions,0,10,External,559,,,,,,,
1124-2013-14-All Students-Expulsion Rate-External,120,1124,Friendship PCS – Technology Preparatory Academy,2013-14,All Students,Expulsion Rate,0.25,0.42,External,406,,,,,,,
1124-2013-14-All Students-Expulsions-External,120,1124,Friendship PCS – Technology Preparatory Academy,2013-14,All Students,Expulsions,1,117,External,406,,,,,,,
365-2013-14-All Students-Expulsions-External,120,365,Friendship PCS – Woodridge Elementary,2013-14,All Students,Expulsions,0,6,External,290,,,,,,,
365-2013-14-All Students-Expulsion Rate-External,120,365,Friendship PCS – Woodridge Elementary,2013-14,All Students,Expulsion Rate,0,0.02,External,290,,,,,,,
366-2013-14-All Students-Expulsion Rate-External,120,366,Friendship PCS – Woodridge Middle,2013-14,All Students,Expulsion Rate,0.93,0.2,External,216,,,,,,,
366-2013-14-All Students-Expulsions-External,120,366,Friendship PCS – Woodridge Middle,2013-14,All Students,Expulsions,2,46,External,216,,,,,,,
131-2013-14-All Students-Expulsions-External,121,131,Hope Community PCS – Lamond,2013-14,All Students,Expulsions,1,18,External,380,,,,,,,
131-2013-14-All Students-Expulsion Rate-External,121,131,Hope Community PCS – Lamond,2013-14,All Students,Expulsion Rate,0.26,0.04,External,380,,,,,,,
114-2013-14-All Students-Expulsions-External,121,114,Hope Community PCS – Tolson,2013-14,All Students,Expulsions,0,52,External,451,,,,,,,
114-2013-14-All Students-Expulsion Rate-External,121,114,Hope Community PCS – Tolson,2013-14,All Students,Expulsion Rate,0,0.09,External,451,,,,,,,
160-2013-14-All Students-Expulsion Rate-External,122,160,Hospitality High PCS,2013-14,All Students,Expulsion Rate,1.1,0.45,External,182,,,,,,,
160-2013-14-All Students-Expulsions-External,122,160,Hospitality High PCS,2013-14,All Students,Expulsions,2,78,External,182,,,,,,,
115-2013-14-All Students-Expulsions-External,124,115,Howard University Middle School of Mathematics and Science PCS,2013-14,All Students,Expulsions,0,42,External,318,,,,,,,
115-2013-14-All Students-Expulsion Rate-External,124,115,Howard University Middle School of Mathematics and Science PCS,2013-14,All Students,Expulsion Rate,0,0.31,External,318,,,,,,,
163-2013-14-All Students-Expulsion Rate-External,126,163,IDEA (Integrated Design & Electronic Academy) PCS,2013-14,All Students,Expulsion Rate,0.5,0.45,External,199,,,,,,,
163-2013-14-All Students-Expulsions-External,126,163,IDEA (Integrated Design & Electronic Academy) PCS,2013-14,All Students,Expulsions,1,78,External,199,,,,,,,
134-2013-14-All Students-Expulsion Rate-External,127,134,Ideal Academy PCS,2013-14,All Students,Expulsion Rate,0,0.09,External,280,,,,,,,
134-2013-14-All Students-Expulsions-External,127,134,Ideal Academy PCS,2013-14,All Students,Expulsions,0,52,External,280,,,,,,,
1116-2013-14-All Students-Expulsions-External,159,1116,Imagine Southeast PCS,2013-14,All Students,Expulsions,0,18,External,468,,,,,,,
1116-2013-14-All Students-Expulsion Rate-External,159,1116,Imagine Southeast PCS,2013-14,All Students,Expulsion Rate,0,0.04,External,468,,,,,,,
200-2013-14-All Students-Expulsions-External,173,200,Ingenuity Prep PCS,2013-14,All Students,Expulsions,0,0,External,108,,,,,,,
200-2013-14-All Students-Expulsion Rate-External,173,200,Ingenuity Prep PCS,2013-14,All Students,Expulsion Rate,0,0,External,108,,,,,,,
3064-2013-14-All Students-Expulsion Rate-External,165,3064,Inspired Teaching Demonstration PCS,2013-14,All Students,Expulsion Rate,0,0.02,External,268,,,,,,,
3064-2013-14-All Students-Expulsions-External,165,3064,Inspired Teaching Demonstration PCS,2013-14,All Students,Expulsions,0,10,External,268,,,,,,,
116-2013-14-All Students-Expulsion Rate-External,129,116,KIPP DC – AIM Academy PCS,2013-14,All Students,Expulsion Rate,3.25,0.24,External,338,,,,,,,
116-2013-14-All Students-Expulsions-External,129,116,KIPP DC – AIM Academy PCS,2013-14,All Students,Expulsions,11,43,External,338,,,,,,,
1123-2013-14-All Students-Expulsions-External,129,1123,KIPP DC – College Preparatory PCS,2013-14,All Students,Expulsions,6,78,External,424,,,,,,,
1123-2013-14-All Students-Expulsion Rate-External,129,1123,KIPP DC – College Preparatory PCS,2013-14,All Students,Expulsion Rate,1.42,0.45,External,424,,,,,,,
209-2013-14-All Students-Expulsions-External,129,209,KIPP DC – Connect Academy PCS,2013-14,All Students,Expulsions,0,0,External,203,,,,,,,
209-2013-14-All Students-Expulsion Rate-External,129,209,KIPP DC – Connect Academy PCS,2013-14,All Students,Expulsion Rate,0,0,External,203,,,,,,,
1122-2013-14-All Students-Expulsion Rate-External,129,1122,KIPP DC – Discover Academy PCS,2013-14,All Students,Expulsion Rate,0,0,External,306,,,,,,,
1122-2013-14-All Students-Expulsions-External,129,1122,KIPP DC – Discover Academy PCS,2013-14,All Students,Expulsions,0,0,External,306,,,,,,,
1129-2013-14-All Students-Expulsion Rate-External,129,1129,KIPP DC – Grow Academy PCS,2013-14,All Students,Expulsion Rate,0,0,External,304,,,,,,,
1129-2013-14-All Students-Expulsions-External,129,1129,KIPP DC – Grow Academy PCS,2013-14,All Students,Expulsions,0,0,External,304,,,,,,,
3071-2013-14-All Students-Expulsion Rate-External,129,3071,KIPP DC – Heights Academy PCS,2013-14,All Students,Expulsion Rate,0,0.03,External,314,,,,,,,
3071-2013-14-All Students-Expulsions-External,129,3071,KIPP DC – Heights Academy PCS,2013-14,All Students,Expulsions,0,6,External,314,,,,,,,
189-2013-14-All Students-Expulsion Rate-External,129,189,KIPP DC – KEY Academy PCS,2013-14,All Students,Expulsion Rate,0,0.24,External,334,,,,,,,
189-2013-14-All Students-Expulsions-External,129,189,KIPP DC – KEY Academy PCS,2013-14,All Students,Expulsions,0,43,External,334,,,,,,,
190-2013-14-All Students-Expulsion Rate-External,129,190,KIPP DC – LEAD Academy PCS,2013-14,All Students,Expulsion Rate,0,0.02,External,215,,,,,,,
190-2013-14-All Students-Expulsions-External,129,190,KIPP DC – LEAD Academy PCS,2013-14,All Students,Expulsions,0,3,External,215,,,,,,,
132-2013-14-All Students-Expulsion Rate-External,129,132,KIPP DC – LEAP Academy PCS,2013-14,All Students,Expulsion Rate,0,0,External,303,,,,,,,
132-2013-14-All Students-Expulsions-External,129,132,KIPP DC – LEAP Academy PCS,2013-14,All Students,Expulsions,0,0,External,303,,,,,,,
1121-2013-14-All Students-Expulsion Rate-External,129,1121,KIPP DC – Promise Academy PCS,2013-14,All Students,Expulsion Rate,0.24,0.04,External,409,,,,,,,
1121-2013-14-All Students-Expulsions-External,129,1121,KIPP DC – Promise Academy PCS,2013-14,All Students,Expulsions,1,9,External,409,,,,,,,
214-2013-14-All Students-Expulsions-External,129,214,KIPP DC – Spring Academy PCS,2013-14,All Students,Expulsions,0,0,External,101,,,,,,,
214-2013-14-All Students-Expulsion Rate-External,129,214,KIPP DC – Spring Academy PCS,2013-14,All Students,Expulsion Rate,0,0,External,101,,,,,,,
121-2013-14-All Students-Expulsion Rate-External,129,121,KIPP DC – WILL Academy PCS,2013-14,All Students,Expulsion Rate,0.52,0.2,External,388,,,,,,,
121-2013-14-All Students-Expulsions-External,129,121,KIPP DC – WILL Academy PCS,2013-14,All Students,Expulsions,2,46,External,388,,,,,,,
193-2013-14-All Students-Expulsion Rate-External,130,193,Latin American Montessori Bilingual PCS,2013-14,All Students,Expulsion Rate,0,0.02,External,320,,,,,,,
193-2013-14-All Students-Expulsions-External,130,193,Latin American Montessori Bilingual PCS,2013-14,All Students,Expulsions,0,10,External,320,,,,,,,
104-2013-14-All Students-Expulsions-External,172,104,LAYC Career Academy PCS,2013-14,All Students,Expulsions,2,47,External,120,,,,,,,
104-2013-14-All Students-Expulsion Rate-External,172,104,LAYC Career Academy PCS,2013-14,All Students,Expulsion Rate,1.67,0.28,External,120,,,,,,,
135-2013-14-All Students-Expulsions-External,132,135,Mary McLeod Bethune Day Academy PCS,2013-14,All Students,Expulsions,0,52,External,373,,,,,,,
135-2013-14-All Students-Expulsion Rate-External,132,135,Mary McLeod Bethune Day Academy PCS,2013-14,All Students,Expulsion Rate,0,0.09,External,373,,,,,,,
101-2013-14-All Students-Expulsions-External,133,101,Maya Angelou PCS – Evans High School,2013-14,All Students,Expulsions,3,78,External,296,,,,,,,
101-2013-14-All Students-Expulsion Rate-External,133,101,Maya Angelou PCS – Evans High School,2013-14,All Students,Expulsion Rate,1.01,0.45,External,296,,,,,,,
133-2013-14-All Students-Expulsions-External,133,133,Maya Angelou PCS – Evans Middle School,2013-14,All Students,Expulsions,1,34,External,153,,,,,,,
133-2013-14-All Students-Expulsion Rate-External,133,133,Maya Angelou PCS – Evans Middle School,2013-14,All Students,Expulsion Rate,0.65,0.38,External,153,,,,,,,
137-2013-14-All Students-Expulsion Rate-External,133,137,Maya Angelou PCS – Young Adult Learning Center,2013-14,All Students,Expulsion Rate,0,0.06,External,149,,,,,,,
137-2013-14-All Students-Expulsions-External,133,137,Maya Angelou PCS – Young Adult Learning Center,2013-14,All Students,Expulsions,0,3,External,149,,,,,,,
165-2013-14-All Students-Expulsions-External,135,165,Meridian PCS,2013-14,All Students,Expulsions,2,52,External,588,,,,,,,
165-2013-14-All Students-Expulsion Rate-External,135,165,Meridian PCS,2013-14,All Students,Expulsion Rate,0.34,0.09,External,588,,,,,,,
3065-2013-14-All Students-Expulsions-External,171,3065,Mundo Verde Bilingual PCS,2013-14,All Students,Expulsions,0,3,External,274,,,,,,,
3065-2013-14-All Students-Expulsion Rate-External,171,3065,Mundo Verde Bilingual PCS,2013-14,All Students,Expulsion Rate,0,0.01,External,274,,,,,,,
1120-2013-14-All Students-Expulsions-External,163,1120,National Collegiate Preparatory PCHS,2013-14,All Students,Expulsions,4,78,External,330,,,,,,,
1120-2013-14-All Students-Expulsion Rate-External,163,1120,National Collegiate Preparatory PCHS,2013-14,All Students,Expulsion Rate,1.21,0.45,External,330,,,,,,,
169-2013-14-All Students-Expulsions-External,137,169,Options PCS ,2013-14,All Students,Expulsions,10,120,External,376,,,,,,,
169-2013-14-All Students-Expulsion Rate-External,137,169,Options PCS ,2013-14,All Students,Expulsion Rate,2.66,0.39,External,376,,,,,,,
222-2013-14-All Students-Expulsion Rate-External,138,222,Paul Public Charter School – International High School,2013-14,All Students,Expulsion Rate,1.58,0.57,External,253,,,,,,,
222-2013-14-All Students-Expulsions-External,138,222,Paul Public Charter School – International High School,2013-14,All Students,Expulsions,4,60,External,253,,,,,,,
170-2013-14-All Students-Expulsion Rate-External,138,170,Paul Public Charter School – Middle School,2013-14,All Students,Expulsion Rate,0.96,0.31,External,416,,,,,,,
170-2013-14-All Students-Expulsions-External,138,170,Paul Public Charter School – Middle School,2013-14,All Students,Expulsions,4,42,External,416,,,,,,,
161-2013-14-All Students-Expulsion Rate-External,125,161,Perry Street Preparatory PCS ,2013-14,All Students,Expulsion Rate,0,0.17,External,815,,,,,,,
161-2013-14-All Students-Expulsions-External,125,161,Perry Street Preparatory PCS ,2013-14,All Students,Expulsions,0,130,External,815,,,,,,,
117-2013-14-All Students-Expulsion Rate-External,139,117,Potomac Lighthouse PCS,2013-14,All Students,Expulsion Rate,0.24,0.09,External,423,,,,,,,
117-2013-14-All Students-Expulsions-External,139,117,Potomac Lighthouse PCS,2013-14,All Students,Expulsions,1,52,External,423,,,,,,,
3067-2013-14-All Students-Expulsions-External,167,3067,Richard Wright PCS for Journalism and Media Arts,2013-14,All Students,Expulsions,0,88,External,322,,,,,,,
3067-2013-14-All Students-Expulsion Rate-External,167,3067,Richard Wright PCS for Journalism and Media Arts,2013-14,All Students,Expulsion Rate,0,0.47,External,322,,,,,,,
